,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
17619,Urban,Large,South,Zone 5,3,3,2,5828,Company Owned,64,0,0,0,89,33.0,11,1,A+,4,25,15088
17620,Rural,Mid,South,Zone 2,1,0,1,3678,Company Owned,37,0,0,1,189,57.0,5,0,C,2,32,6091
17621,Rural,Mid,West,Zone 2,0,0,2,4799,Rented,16,0,0,1,221,28.0,16,0,C,4,1,20075
17622,Rural,Mid,South,Zone 4,7,0,2,3886,Company Owned,70,0,0,1,102,36.0,24,1,A+,2,11,34128
17623,Rural,Small,North,Zone 1,3,0,2,5513,Rented,56,1,0,1,147,32.0,18,0,C,4,31,23055
17624,Rural,Small,West,Zone 6,4,0,4,5306,Rented,51,0,0,1,171,26.0,33,0,C,3,8,44071
17625,Rural,Small,South,Zone 1,0,0,2,4923,Company Owned,54,0,0,1,108,35.0,0,0,C,0,21,3097
17626,Rural,Mid,North,Zone 4,2,2,4,5360,Company Owned,32,1,0,1,144,29.0,0,0,C,0,26,3055
17627,Rural,Small,West,Zone 1,1,0,4,5172,Company Owned,29,1,0,1,135,42.0,9,0,B,2,3,11080
17628,Rural,Large,West,Zone 6,2,0,3,4848,Company Owned,45,0,0,1,74,28.0,20,0,B+,2,6,25071
17629,Rural,Mid,South,Zone 4,4,1,2,4941,Rented,66,0,0,1,208,28.0,8,0,C,6,20,10110
17630,Urban,Mid,West,Zone 2,0,0,5,4962,Rented,33,0,0,1,202,35.0,6,0,C,3,12,7059
17631,Rural,Large,South,Zone 6,1,0,2,5649,Rented,68,0,0,0,261,27.0,28,0,B,3,29,35067
17632,Urban,Mid,West,Zone 4,6,1,4,5874,Company Owned,39,0,0,1,177,40.0,25,0,A,5,11,31108
17633,Rural,Large,North,Zone 6,1,1,2,8449,Company Owned,25,0,0,1,198,30.0,4,0,C,2,28,5073
17634,Rural,Large,West,Zone 6,0,0,6,4881,Rented,64,0,0,1,76,31.0,35,0,A+,3,6,48131
17635,Rural,Mid,West,Zone 4,5,0,5,5635,Company Owned,38,1,0,1,69,44.0,29,1,C,6,11,41108
17636,Rural,Mid,North,Zone 3,1,0,4,5602,Company Owned,16,0,0,1,223,31.0,26,1,A,5,27,37108
17637,Rural,Large,West,Zone 5,8,0,4,4080,Rented,66,0,1,0,106,29.0,4,0,A,2,14,6118
17638,Rural,Small,North,Zone 1,4,0,3,4832,Rented,43,0,0,1,167,22.0,22,0,A,3,30,29096
17639,Rural,Mid,South,Zone 4,5,4,2,4463,Rented,62,0,0,0,161,24.0,20,1,B+,5,11,23055
17640,Rural,Mid,West,Zone 4,8,0,4,5342,Rented,34,0,0,0,197,16.0,20,1,B+,6,26,26075
17641,Rural,Small,North,Zone 1,5,1,4,4561,Rented,24,0,0,0,184,38.0,9,1,B,3,21,10139
17642,Rural,Mid,North,Zone 4,0,0,2,5531,Company Owned,49,0,0,1,191,30.0,19,0,B+,4,26,22121
17643,Rural,Large,North,Zone 6,1,0,3,3689,Company Owned,59,0,0,0,181,42.0,17,0,B+,2,28,19068
17644,Rural,Mid,North,Zone 3,8,1,3,5698,Company Owned,65,0,0,1,185,33.0,27,0,A,3,19,35123
17645,Rural,Small,West,Zone 6,8,1,5,6414,Company Owned,28,0,0,1,114,27.0,9,0,B+,5,15,11090
17646,Rural,Mid,West,Zone 3,8,2,3,5679,Company Owned,62,1,1,1,116,33.0,11,1,A+,2,19,15079
17647,Rural,Large,North,Zone 5,4,1,3,4197,Rented,15,0,0,0,154,34.0,30,0,C,4,5,39063
17648,Rural,Small,South,Zone 6,3,0,2,4047,Company Owned,61,0,0,1,111,39.0,18,0,A,4,15,22142
17649,Rural,Mid,South,Zone 4,2,0,3,4834,Company Owned,37,0,0,1,98,39.0,18,0,A,3,11,22068
17650,Urban,Small,North,Zone 6,5,3,3,6296,Rented,64,0,0,0,61,26.0,16,0,B,4,15,18109
17651,Rural,Small,East,Zone 1,0,0,3,5200,Company Owned,43,0,1,1,201,30.0,0,0,C,0,31,2083
17652,Rural,Large,North,Zone 6,1,0,3,4449,Company Owned,55,0,0,1,230,26.0,24,0,A+,6,6,30102
17653,Rural,Mid,North,Zone 4,4,0,2,4814,Rented,35,0,0,0,96,24.0,21,1,A+,3,26,30137
17654,Rural,Large,North,Zone 5,6,0,3,4817,Company Owned,39,1,0,1,73,28.0,20,0,B+,5,17,25104
17655,Urban,Mid,South,Zone 2,8,3,2,4848,Company Owned,41,0,0,0,134,22.0,10,0,B+,4,32,12085
17656,Rural,Small,South,Zone 1,5,0,2,6185,Company Owned,16,0,1,0,169,23.0,16,0,A,2,21,22150
17657,Rural,Large,North,Zone 6,1,0,2,5085,Rented,18,0,0,0,265,23.0,5,0,C,1,23,6057
17658,Rural,Mid,South,Zone 2,2,0,2,6810,Rented,46,0,0,1,123,31.0,14,1,B,6,32,17081
17659,Rural,Large,West,Zone 6,5,1,5,5861,Rented,35,0,0,0,180,21.0,13,0,A,2,23,17145
17660,Urban,Small,North,Zone 6,6,0,3,4286,Company Owned,55,0,0,0,131,20.0,32,1,A+,2,13,42107
17661,Rural,Mid,West,Zone 4,6,0,4,4860,Rented,50,0,0,1,110,37.0,26,0,B,2,11,30129
17662,Rural,Large,North,Zone 6,5,0,2,4708,Rented,69,0,0,1,221,35.0,21,0,B,6,28,26119
17663,Rural,Small,West,Zone 6,6,0,4,4791,Rented,31,0,0,1,163,35.0,32,1,A+,3,9,43134
17664,Rural,Mid,North,Zone 4,7,0,2,4478,Company Owned,43,0,0,0,72,24.0,24,1,B+,4,26,29128
17665,Rural,Mid,South,Zone 2,7,0,4,4901,Rented,20,0,0,1,135,37.0,5,1,A,3,32,6139
17666,Rural,Large,North,Zone 5,6,1,1,4366,Rented,51,0,0,0,80,16.0,4,0,B+,1,14,5115
17667,Rural,Large,West,Zone 5,2,1,5,4313,Rented,64,0,0,0,146,27.0,16,0,C,5,14,20098
17668,Rural,Large,North,Zone 6,5,0,3,4655,Company Owned,67,0,0,1,197,26.0,20,1,C,5,6,28066
17669,Urban,Mid,North,Zone 3,6,0,3,4737,Company Owned,61,0,0,1,83,28.0,19,0,B+,5,27,22120
17670,Rural,Mid,South,Zone 2,8,0,3,4854,Company Owned,22,0,0,1,260,29.0,5,0,C,1,32,6092
17671,Urban,Large,West,Zone 5,5,1,3,4858,Rented,27,0,0,0,142,34.0,26,0,A,2,24,35149
17672,Rural,Mid,East,Zone 3,8,0,4,5188,Company Owned,65,0,1,1,130,36.0,38,1,A+,3,27,50145
17673,Rural,Large,North,Zone 6,8,0,2,5310,Rented,17,0,0,0,101,25.0,0,0,C,0,29,6072
17674,Rural,Small,West,Zone 1,0,0,4,4082,Rented,41,0,0,1,266,28.0,34,0,B,3,30,41141
17675,Rural,Large,South,Zone 6,5,1,2,5941,Rented,41,0,0,1,157,27.0,18,0,B+,2,29,21121
17676,Rural,Mid,West,Zone 3,5,3,4,4872,Company Owned,33,0,0,1,203,21.0,5,1,B,2,19,6124
17677,Rural,Mid,North,Zone 2,2,0,4,5804,Rented,47,0,0,1,110,33.0,13,0,C,4,1,16121
17678,Rural,Mid,South,Zone 2,8,3,3,4190,Rented,34,0,0,0,245,26.0,0,0,C,0,32,3076
17679,Rural,Large,North,Zone 5,1,0,2,5051,Company Owned,56,1,0,1,120,29.0,24,0,C,6,17,30086
17680,Rural,Large,South,Zone 6,2,0,2,3891,Rented,42,0,0,1,256,28.0,25,0,C,2,29,31105
17681,Rural,Mid,North,Zone 2,0,0,2,4513,Rented,30,0,0,0,86,16.0,38,0,A,5,12,51099
17682,Urban,Mid,West,Zone 3,0,2,4,4974,Company Owned,30,0,0,1,114,28.0,4,0,B+,2,19,5090
17683,Rural,Small,South,Zone 1,2,0,2,4812,Company Owned,66,0,0,1,198,25.0,24,0,B,2,21,30121
17684,Rural,Small,North,Zone 6,8,1,4,4592,Company Owned,59,0,0,0,257,26.0,27,1,B,5,15,32099
17685,Rural,Large,West,Zone 6,5,0,4,3990,Rented,20,0,0,1,259,44.0,22,0,B,4,23,27080
17686,Rural,Mid,North,Zone 4,3,2,4,4765,Rented,45,0,0,1,56,40.0,24,1,A,3,26,31060
17687,Rural,Mid,East,Zone 4,4,4,7,5158,Company Owned,29,0,0,0,156,30.0,19,1,A,5,26,24134
17688,Rural,Large,South,Zone 6,4,0,3,4547,Rented,21,0,0,1,263,22.0,29,0,A,5,29,39146
17689,Rural,Mid,North,Zone 4,0,0,2,4680,Rented,52,0,0,0,226,16.0,9,0,A+,5,26,12116
17690,Rural,Large,North,Zone 6,4,0,4,4909,Company Owned,51,1,0,1,250,29.0,22,0,B+,2,28,27068
17691,Urban,Large,North,Zone 6,5,3,4,3878,Company Owned,51,0,0,1,81,26.0,26,1,A+,4,28,34085
17692,Rural,Mid,West,Zone 2,0,1,2,3991,Company Owned,28,0,0,1,87,23.0,21,0,B,4,18,24099
17693,Rural,Large,North,Zone 6,3,3,3,6170,Rented,52,0,1,0,196,22.0,17,1,B+,5,29,20097
17694,Rural,Mid,West,Zone 4,0,0,4,4792,Company Owned,40,0,0,1,229,40.0,27,0,B,3,26,33144
17695,Rural,Large,North,Zone 6,4,2,4,4835,Company Owned,50,0,0,1,160,23.0,31,1,B,2,23,38124
17696,Rural,Mid,West,Zone 2,1,0,6,3666,Rented,34,0,0,1,140,35.0,18,0,B+,5,12,21090
17697,Rural,Mid,West,Zone 4,4,1,2,6466,Company Owned,54,0,0,1,64,40.0,25,0,B+,4,11,30135
17698,Rural,Large,South,Zone 5,5,1,3,5001,Rented,39,0,0,1,262,28.0,31,0,A,5,14,40145
17699,Rural,Small,South,Zone 6,3,0,2,5591,Company Owned,19,0,0,0,88,25.0,38,0,B,3,15,47145
17700,Rural,Mid,West,Zone 4,0,0,4,4475,Rented,41,1,0,1,63,24.0,20,0,B+,3,11,25109
17701,Rural,Large,North,Zone 6,2,0,4,5057,Company Owned,46,0,0,0,267,21.0,15,0,B+,2,28,17068
17702,Rural,Small,South,Zone 1,1,1,2,5062,Rented,70,0,0,0,258,18.0,33,1,C,6,16,43140
17703,Rural,Small,West,Zone 1,6,3,2,3400,Rented,50,0,0,0,107,32.0,12,1,B,5,3,14059
17704,Rural,Small,North,Zone 6,7,2,1,6944,Rented,68,1,1,1,197,31.0,12,1,A+,3,13,15085
17705,Rural,Mid,West,Zone 4,7,3,4,5236,Company Owned,57,0,1,1,125,22.0,18,1,A+,2,11,23062
17706,Rural,Large,North,Zone 6,5,0,4,5640,Rented,32,0,0,0,81,28.0,37,1,B,2,23,48095
17707,Rural,Small,West,Zone 1,8,0,5,3981,Company Owned,20,0,0,1,71,34.0,22,0,C,2,21,30115
17708,Rural,Mid,South,Zone 3,3,0,2,4032,Company Owned,59,1,0,1,242,28.0,18,0,B,6,19,21128
17709,Rural,Small,North,Zone 1,5,0,4,4820,Rented,65,0,0,1,91,24.0,20,1,A+,3,16,26093
17710,Rural,Small,North,Zone 6,8,3,4,5489,Company Owned,29,0,0,1,207,36.0,15,0,B,4,9,17093
17711,Rural,Small,West,Zone 6,3,3,2,5572,Company Owned,41,0,1,1,237,35.0,25,1,A+,5,15,32080
17712,Rural,Large,West,Zone 6,2,0,2,5370,Company Owned,44,0,0,1,271,23.0,6,0,C,6,29,7098
17713,Rural,Mid,West,Zone 4,4,2,2,5250,Company Owned,50,0,0,0,96,35.0,22,0,C,4,26,28116
17714,Rural,Mid,South,Zone 2,0,1,2,4917,Rented,39,0,0,0,269,23.0,0,0,C,0,12,3140
17715,Rural,Large,West,Zone 5,8,0,4,3910,Company Owned,27,0,0,1,136,30.0,5,0,B,1,10,6096
17716,Rural,Mid,West,Zone 4,0,4,2,6424,Company Owned,15,0,0,1,225,36.0,11,0,A,4,11,14086
17717,Rural,Mid,South,Zone 2,4,0,2,8069,Rented,54,0,0,0,200,30.0,15,0,B+,4,32,17098
17718,Rural,Mid,West,Zone 4,7,0,4,4649,Rented,59,0,0,0,182,30.0,23,1,B,5,26,28140
17719,Rural,Large,North,Zone 6,6,1,5,3530,Rented,25,0,0,0,159,31.0,10,0,A,1,23,13130
17720,Rural,Mid,North,Zone 3,3,0,2,5537,Company Owned,15,0,0,1,158,27.0,29,1,B+,2,27,35087
17721,Rural,Large,North,Zone 6,7,0,2,5697,Company Owned,22,0,1,1,250,25.0,15,0,C,3,23,20116
17722,Rural,Small,South,Zone 1,3,0,2,5482,Company Owned,46,0,0,1,213,25.0,8,0,B+,1,21,9072
17723,Rural,Large,North,Zone 6,5,2,3,3597,Rented,64,0,0,0,266,17.0,10,1,A+,1,23,14119
17724,Rural,Large,North,Zone 5,8,0,4,4473,Company Owned,23,0,1,1,136,29.0,0,0,C,0,14,7095
17725,Rural,Small,North,Zone 6,8,0,5,4382,Rented,51,0,0,0,95,18.0,18,0,B+,6,9,23123
17726,Rural,Large,North,Zone 5,0,0,3,4319,Company Owned,62,1,0,1,144,44.0,24,0,B+,4,14,29125
17727,Rural,Large,North,Zone 6,4,1,4,4370,Company Owned,51,0,0,1,176,33.0,6,1,A+,2,28,8061
17728,Rural,Mid,West,Zone 3,3,0,5,4231,Rented,42,0,0,1,125,38.0,22,1,A+,5,19,31128
17729,Urban,Small,North,Zone 1,7,2,3,4261,Company Owned,25,0,0,1,121,31.0,18,0,B,3,31,21087
17730,Urban,Large,North,Zone 6,3,4,2,4936,Company Owned,66,1,0,1,176,27.0,15,1,B+,5,4,17137
17731,Rural,Mid,North,Zone 3,6,0,3,4118,Rented,49,0,0,1,190,48.0,6,1,C,1,19,7122
17732,Rural,Large,North,Zone 6,6,1,1,6032,Company Owned,40,0,0,1,183,23.0,14,0,C,4,6,18121
17733,Rural,Large,North,Zone 6,8,4,2,5036,Rented,66,0,0,0,120,23.0,17,0,C,6,28,21149
17734,Rural,Mid,South,Zone 3,7,2,4,3749,Company Owned,48,0,0,1,271,28.0,7,0,C,4,27,9147
17735,Rural,Mid,South,Zone 2,1,3,3,5495,Company Owned,24,1,0,1,113,26.0,6,0,A+,5,32,8131
17736,Rural,Large,North,Zone 5,7,1,2,4983,Rented,59,0,0,1,153,30.0,21,1,B+,3,5,26102
17737,Urban,Small,West,Zone 1,6,1,3,4899,Company Owned,24,0,0,0,130,33.0,18,1,A,2,31,24124
17738,Rural,Large,South,Zone 5,3,0,3,4984,Company Owned,37,0,0,1,194,21.0,33,0,B,5,14,39146
17739,Rural,Small,North,Zone 1,4,0,3,5821,Company Owned,27,1,0,1,244,31.0,6,1,C,1,3,7061
17740,Rural,Large,North,Zone 6,6,0,4,5129,Company Owned,23,0,0,1,97,30.0,10,1,C,6,28,14114
17741,Rural,Large,West,Zone 5,0,1,2,6318,Rented,18,0,0,1,68,24.0,19,0,A+,4,10,24110
17742,Rural,Large,South,Zone 6,8,0,2,6574,Rented,31,0,0,0,179,37.0,7,0,B+,2,29,8110
17743,Rural,Small,South,Zone 1,5,3,2,10151,Company Owned,44,1,1,0,179,32.0,0,0,C,0,16,3069
17744,Rural,Small,South,Zone 6,8,0,2,3617,Company Owned,42,0,0,1,134,37.0,12,0,A,5,9,15116
17745,Rural,Small,North,Zone 1,5,0,4,4749,Company Owned,65,0,0,1,141,33.0,6,0,B+,5,16,7149
17746,Rural,Large,North,Zone 6,6,2,4,3585,Company Owned,56,0,0,1,172,23.0,11,0,C,2,28,14142
17747,Rural,Large,North,Zone 6,5,1,3,5324,Company Owned,68,0,0,1,120,31.0,25,0,A,4,28,33121
17748,Rural,Small,North,Zone 1,2,0,4,5729,Rented,52,0,0,1,60,30.0,15,0,C,2,31,20083
17749,Urban,Small,North,Zone 6,6,0,2,5819,Rented,44,0,0,0,211,23.0,9,1,B,3,13,10103
17750,Rural,Small,West,Zone 6,5,0,2,5477,Company Owned,43,0,0,1,78,35.0,16,0,B,1,15,21140
17751,Rural,Large,North,Zone 6,3,0,2,4891,Company Owned,35,1,0,1,186,30.0,24,1,C,4,6,34067
17752,Rural,Mid,West,Zone 4,2,0,3,5568,Rented,39,0,0,1,88,35.0,18,0,B,6,26,21071
17753,Rural,Large,West,Zone 5,3,0,4,4084,Rented,30,0,0,1,201,30.0,0,0,C,0,10,6101
17754,Rural,Large,North,Zone 6,6,0,2,4836,Company Owned,57,0,0,1,196,36.0,22,0,A,5,28,30067
17755,Urban,Mid,North,Zone 4,1,3,2,3035,Rented,43,0,0,0,115,30.0,9,1,A+,1,26,12109
17756,Rural,Mid,North,Zone 4,1,3,2,3213,Company Owned,29,0,0,1,158,28.0,15,0,C,2,26,19073
17757,Rural,Mid,North,Zone 2,3,0,4,5900,Rented,49,0,0,1,147,27.0,7,1,A+,4,22,10069
17758,Rural,Mid,North,Zone 3,6,0,4,3788,Rented,21,0,0,1,167,21.0,28,1,C,6,19,40094
17759,Rural,Small,North,Zone 6,7,1,4,6371,Company Owned,56,0,0,1,204,26.0,6,1,C,1,8,9072
17760,Rural,Large,North,Zone 6,7,0,2,5901,Company Owned,19,1,0,1,105,57.0,21,1,A+,1,29,30131
17761,Rural,Mid,South,Zone 2,5,0,2,3231,Company Owned,34,0,0,1,102,42.0,19,0,B+,3,32,22108
17762,Rural,Small,North,Zone 1,0,0,2,5424,Company Owned,40,0,0,0,161,30.0,13,0,A,4,16,17091
17763,Rural,Large,West,Zone 6,7,0,5,4474,Company Owned,63,0,0,1,208,25.0,24,0,C,3,6,30150
17764,Rural,Small,West,Zone 6,0,0,2,5175,Company Owned,29,1,0,1,266,36.0,34,0,A,5,15,46110
17765,Rural,Mid,West,Zone 4,2,1,5,3528,Company Owned,54,0,1,1,188,33.0,21,0,C,6,11,27078
17766,Rural,Mid,West,Zone 2,3,0,5,3959,Company Owned,38,0,0,1,75,36.0,4,0,B+,1,12,6141
17767,Rural,Mid,West,Zone 4,8,0,4,4700,Company Owned,46,0,0,1,207,23.0,25,1,A+,2,26,32149
17768,Rural,Mid,North,Zone 4,6,0,2,5215,Rented,48,0,0,1,213,31.0,11,0,C,6,26,14135
17769,Rural,Large,North,Zone 5,7,0,2,6297,Company Owned,50,0,0,1,109,39.0,22,0,C,4,14,30135
17770,Rural,Mid,North,Zone 2,8,0,3,5395,Rented,49,0,0,1,81,33.0,4,0,C,2,1,6069
17771,Rural,Small,North,Zone 6,7,0,4,4944,Rented,22,0,0,0,97,14.0,27,0,C,6,9,34129
17772,Rural,Small,West,Zone 1,0,3,6,3936,Rented,28,0,0,0,99,23.0,9,0,B+,2,3,10129
17773,Rural,Small,West,Zone 6,3,0,3,4960,Rented,55,0,0,0,97,15.0,22,0,B,2,15,26110
17774,Rural,Mid,West,Zone 4,1,1,4,5410,Rented,26,0,0,0,240,20.0,16,0,B+,5,11,18120
17775,Rural,Small,South,Zone 6,3,1,2,3767,Rented,31,1,1,1,202,34.0,27,1,A+,4,2,35087
17776,Urban,Mid,South,Zone 2,5,2,3,4521,Rented,34,1,0,1,231,22.0,19,1,C,2,32,25071
17777,Rural,Small,South,Zone 6,0,4,2,4262,Rented,50,0,0,0,246,18.0,18,0,B,2,15,21091
17778,Rural,Large,West,Zone 5,1,1,4,4053,Company Owned,47,0,1,1,256,31.0,29,0,A,2,25,38087
17779,Rural,Large,North,Zone 6,6,0,2,4103,Company Owned,55,0,0,0,201,23.0,18,0,B+,1,6,23105
17780,Rural,Mid,South,Zone 2,3,5,2,4132,Rented,33,0,0,1,189,33.0,13,1,A+,2,1,17063
17781,Rural,Large,South,Zone 5,0,1,2,4323,Company Owned,21,0,0,1,65,29.0,9,0,B,4,25,11108
17782,Rural,Small,West,Zone 1,0,2,4,4454,Company Owned,42,0,1,1,109,33.0,23,0,A+,2,21,29134
17783,Rural,Mid,North,Zone 4,6,1,2,3926,Company Owned,34,0,0,1,231,33.0,23,0,A,4,26,30074
17784,Rural,Mid,South,Zone 2,3,0,2,7475,Company Owned,19,1,0,1,216,28.0,17,0,B+,2,1,21102
17785,Rural,Large,South,Zone 6,7,0,2,5824,Rented,44,0,0,0,188,26.0,25,0,B+,4,29,30106
17786,Rural,Small,South,Zone 6,4,0,3,3412,Company Owned,25,0,0,1,115,39.0,30,1,A+,4,9,40105
17787,Rural,Large,North,Zone 6,3,0,2,5551,Company Owned,43,0,0,0,177,26.0,16,0,A,2,23,20101
17788,Rural,Large,North,Zone 6,8,2,4,5148,Company Owned,37,0,0,1,105,34.0,11,0,B,6,23,13133
17789,Rural,Large,West,Zone 5,5,3,2,5611,Rented,25,0,0,1,58,28.0,0,0,C,0,14,3073
17790,Rural,Large,West,Zone 6,3,0,3,4663,Rented,19,0,0,1,167,25.0,0,0,C,0,6,8088
17791,Rural,Mid,North,Zone 3,4,1,3,5132,Company Owned,69,1,1,1,66,33.0,17,1,A+,5,27,22147
17792,Rural,Mid,South,Zone 2,2,0,2,5969,Company Owned,51,0,0,1,152,25.0,18,0,A+,2,1,24126
17793,Rural,Small,South,Zone 6,0,0,3,5541,Rented,22,0,0,1,244,36.0,20,0,B,5,15,23075
17794,Rural,Small,West,Zone 6,8,3,2,5529,Rented,56,0,0,1,130,23.0,15,0,B+,3,8,17073
17795,Rural,Mid,West,Zone 2,5,0,2,5660,Company Owned,66,0,0,1,174,22.0,5,1,B+,3,1,6059
17796,Rural,Large,North,Zone 6,0,0,3,5374,Rented,59,0,0,1,100,20.0,4,0,A,3,29,6099
17797,Rural,Small,South,Zone 1,5,2,3,3974,Rented,23,0,0,1,187,29.0,24,0,B,3,21,28130
17798,Rural,Small,South,Zone 6,3,0,3,4909,Rented,64,0,0,1,211,22.0,11,1,A+,3,2,15148
17799,Rural,Mid,North,Zone 2,0,0,3,5362,Company Owned,41,0,0,1,186,35.0,4,0,A,1,12,5080
17800,Rural,Large,North,Zone 6,3,0,2,4294,Rented,20,0,0,0,186,21.0,4,0,C,3,23,6060
17801,Rural,Mid,North,Zone 4,0,1,2,4251,Rented,26,0,0,1,178,29.0,23,0,B+,5,26,27060
17802,Rural,Small,South,Zone 6,5,1,2,5066,Rented,48,0,0,0,56,30.0,24,0,B,5,15,28088
17803,Rural,Small,North,Zone 6,1,4,4,6459,Rented,54,0,0,1,259,27.0,7,0,B+,2,13,8104
17804,Rural,Large,West,Zone 6,5,0,3,5035,Company Owned,35,0,0,1,77,31.0,35,1,A+,2,23,49130
17805,Rural,Mid,South,Zone 2,5,0,2,4124,Rented,56,0,0,1,271,33.0,38,1,B,6,32,49064
17806,Rural,Mid,West,Zone 4,5,2,2,5119,Rented,43,0,0,1,111,25.0,10,0,A,3,11,13123
17807,Rural,Mid,South,Zone 3,1,0,3,4194,Rented,58,0,0,0,166,19.0,19,0,A,5,19,26130
17808,Rural,Mid,South,Zone 4,3,1,2,3666,Company Owned,31,0,0,1,197,33.0,6,1,B+,2,20,7070
17809,Rural,Mid,South,Zone 3,1,0,4,4270,Rented,25,0,0,1,183,29.0,27,0,A+,3,27,37133
17810,Rural,Large,North,Zone 5,4,1,2,5509,Company Owned,22,0,0,1,158,31.0,6,1,C,2,17,9133
17811,Rural,Mid,West,Zone 4,3,0,9,5196,Company Owned,27,0,0,1,256,48.0,28,0,A,2,26,37082
17812,Rural,Mid,West,Zone 2,5,0,4,5203,Company Owned,68,0,0,1,165,29.0,26,0,B+,3,1,30138
17813,Rural,Small,North,Zone 1,1,1,3,5563,Company Owned,54,0,0,1,111,34.0,4,1,B+,2,30,5067
17814,Rural,Mid,North,Zone 4,4,0,4,7292,Rented,69,0,0,0,225,19.0,6,0,B+,2,26,8104
17815,Rural,Large,North,Zone 5,8,0,2,5049,Company Owned,40,1,0,1,73,33.0,12,0,B,2,14,14103
17816,Rural,Small,South,Zone 6,6,0,3,8480,Rented,36,0,1,1,271,28.0,0,0,C,0,9,6079
17817,Rural,Large,West,Zone 6,4,3,7,3969,Company Owned,46,0,0,0,232,21.0,7,1,C,5,23,9072
17818,Rural,Small,North,Zone 6,8,0,3,5215,Rented,30,1,0,1,159,61.0,16,0,B+,2,13,19076
17819,Rural,Large,North,Zone 5,0,1,2,4537,Rented,69,0,0,0,271,17.0,27,0,B,4,25,33150
17820,Rural,Mid,South,Zone 2,5,0,3,5110,Company Owned,18,0,0,1,221,39.0,10,0,C,4,32,12118
17821,Rural,Small,South,Zone 1,0,0,2,5220,Rented,50,0,0,0,192,28.0,23,0,B+,6,31,28069
17822,Rural,Small,North,Zone 6,2,0,2,5327,Company Owned,53,0,1,1,156,39.0,6,0,A+,3,9,9118
17823,Rural,Small,North,Zone 1,8,0,3,6240,Company Owned,46,0,0,0,120,23.0,32,0,A,3,31,42071
17824,Rural,Small,South,Zone 1,6,0,3,5338,Company Owned,50,0,0,1,191,29.0,37,1,A,6,21,52084
17825,Rural,Large,West,Zone 5,8,1,4,5572,Rented,58,0,0,0,131,27.0,20,1,A+,1,14,27094
17826,Rural,Large,North,Zone 5,7,0,4,3992,Rented,31,0,0,1,196,36.0,19,0,B,2,25,22104
17827,Rural,Large,South,Zone 5,4,0,2,4594,Rented,66,0,0,1,229,28.0,20,0,A,6,14,25139
17828,Rural,Small,West,Zone 6,1,0,4,4599,Rented,64,0,0,1,176,27.0,24,1,A+,2,8,34107
17829,Rural,Mid,South,Zone 3,0,0,2,6316,Company Owned,35,0,0,1,115,41.0,6,0,C,2,27,8067
17830,Urban,Large,North,Zone 6,1,4,4,3718,Rented,60,0,0,0,129,20.0,13,0,C,4,23,16131
17831,Rural,Small,West,Zone 6,2,0,4,5861,Company Owned,28,0,0,1,63,42.0,27,0,C,4,15,37114
17832,Rural,Mid,North,Zone 2,6,0,3,4693,Company Owned,37,0,0,1,226,26.0,0,0,C,0,12,7122
17833,Rural,Large,South,Zone 5,0,4,4,3796,Company Owned,53,0,0,1,198,27.0,4,0,B,3,25,4086
17834,Rural,Small,West,Zone 6,3,2,4,5443,Company Owned,32,1,0,1,162,30.0,19,0,B,6,15,22079
17835,Rural,Large,North,Zone 6,3,0,2,3713,Company Owned,23,0,1,0,103,39.0,23,0,B+,6,28,29130
17836,Rural,Small,North,Zone 6,8,0,3,4902,Company Owned,18,0,0,1,254,39.0,33,1,A+,6,9,47065
17837,Rural,Mid,West,Zone 4,3,2,6,6428,Company Owned,33,0,0,1,56,37.0,6,0,B+,1,26,7126
17838,Rural,Small,South,Zone 1,3,2,3,5143,Rented,58,0,0,0,138,20.0,15,1,A+,6,21,19111
17839,Rural,Small,North,Zone 6,7,0,4,4521,Rented,34,0,0,1,146,25.0,22,0,C,3,9,27122
17840,Urban,Large,North,Zone 5,3,0,4,5251,Rented,40,0,0,1,143,24.0,16,0,B+,4,14,20078
17841,Rural,Mid,West,Zone 4,6,4,4,3991,Company Owned,43,0,0,1,156,28.0,16,1,A,2,26,21059
17842,Rural,Large,South,Zone 6,0,1,2,5071,Company Owned,51,0,0,1,104,33.0,4,0,A,3,23,5114
17843,Rural,Mid,North,Zone 3,6,0,2,5454,Rented,53,0,0,0,156,17.0,18,1,B,2,27,23139
17844,Rural,Mid,South,Zone 2,3,0,2,5133,Rented,34,0,0,0,195,35.0,21,1,A+,5,22,31102
17845,Rural,Small,West,Zone 6,5,2,4,5008,Rented,15,0,0,1,175,35.0,26,0,C,6,15,33088
17846,Rural,Mid,South,Zone 2,2,0,2,4850,Company Owned,25,0,0,1,191,25.0,12,0,A,4,12,16060
17847,Rural,Large,North,Zone 6,1,1,2,4374,Rented,23,0,0,0,184,25.0,33,1,C,3,28,43091
17848,Rural,Large,West,Zone 6,8,1,4,4629,Company Owned,42,0,0,1,89,29.0,14,0,B+,4,6,16064
17849,Rural,Small,West,Zone 6,3,0,3,4911,Company Owned,18,0,0,1,129,20.0,27,0,B+,4,8,33095
